;
;
ALONGAMENTO DE COLUMELA EM Procedimento de Alta ComplexidadeIENTES COM LESÕES LABIO-PALATAIS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA DE NARIZ;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CAUTERIZAÇÃO DE EPISTAXE COM OU SEM MICROSCOPIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CORNETO INFERIOR - CAUTERIZAÇÃO LINEAR E/OU INFILTRAÇÃO MEDICAMENTOSA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EPISTAXE - CAUTERIZAÇÃO DA ARTÉRIA ESFENOPALATINA COM OU SEM MICROSCOPIA POR VIDEOENDOSCOPIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EPISTAXE - LIGADURA DAS ARTÉRIAS ETMOIDAIS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EPISTAXE - TAMPONAMENTO ANTERO-POSTERIOR, COM OU SEM ANESTESIA GERAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EPISTAXE - TAMPONAMENTO ANTERIOR;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL) PIRÂMIDE NASAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
EXÉRESE DE TUMOR NASAL POR VIA ENDOSCOPICA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FECHAMENTO DE FÍSTULA LIQUÓRICA TRANSNASAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FÍSTULA LIQUÓRICA - TRATAMENTO CIRÚRGICO ENDOSCÓPICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FRATURAS DOS OSSOS NASAIS - REDUÇÃO CIRÚRGICA E GESSO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FRATURAS DOS OSSOS NASAIS - REDUÇÃO INCRUENTA E GESSO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
IMPERFURAÇÃO COANAL - CORREÇÃO CIRÚRGICA INTRANASAL OU TRANSPALATINA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
IMPERFURAÇÃO COANAL - CORREÇÃO CIRURGICA INTRANASAL POR VIDEOENDOSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
OZENA - TRATAMENTO CIRÚRGICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PERFURAÇÃO DO SEPTO NASAL - CORREÇÃO CIRÚRGICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
POLIPECTOMIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RECONSTRUÇÃO NASAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DE SINÉQUIAS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DE TUMORES MALIGNOS TRANSNASAIS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL POR VIDEOENDOSCOPIA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RINECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RINOSSEPTOPLASTIA FUNCIONAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
SEPTOPLASTIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRATAMENTO CIRÚRGICO DA ATRESIA NARINÁRIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
TRATAMENTO CIRÚRGICO DE DEFORMIDADE NASAL CONGÊNITA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRATAMENTO CIRÚRGICO DO RINOFIMA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRATAMENTO DE DEFORMIDADE TRAUMÁTICA NASAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TUMOR INTRANASAL - EXÉRESE POR RINOTOMIA LATERAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TUMOR INTRANASAL - EXÉRESE POR VIA TRANSNASAL;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TURBINECTOMIA OU TURBINOPLASTIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ANTROSTOMIA MAXILAR INTRANASAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ANTROSTOMIA MAXILAR, ETMOIDECTOMIA (ABERTURA DE TSeg. OdontológicaAS AS CAVIDADES PARANASAIS);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ARTÉRIA MAXILAR INTERNA - LIGADURA TRANSMAXILAR;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIOPSIA - SEIOS PARANASAIS;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
DESCOMPRESSÃO TRANSETMOIDAL DO CANAL ÓPTICO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ETMOIDECTOMIA EXTERNA OU INTRANASAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ETMOIDECTOMIA INTRANASAL POR VIDEOENDOSCOPIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EXÉRESE - PÓLIPO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EXÉRESE DE CISTO NASO-ALVEOLAR E GLOBULAR;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
EXÉRESE DE TUMOR DE SEIOS PARANASAIS POR VIA ENDOSCOPICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
MAXILECTOMIA COM OU SEM EXENTERAÇÃO DE ÓRBITA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PUNÇÃO MAXILAR TRANSMEÁTICA OU VIA FOSSA CANINA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
RESSECÇÃO DE ANGIOFIBROMA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DE TUMOR BENIGNO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DO MAXILAR SUPERIOR E RECONSTRUÇÃO À CUSTA DE RETALHOS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DO MESO E INFRA-ESTRUTURA DO MAXILAR SUPERIOR;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
SINUSECTOMIA FRONTAL COM RETALHO OSTEOPLÁSTICO OU VIA CORONAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
SINUSECTOMIA FRONTO-ETMOIDAL POR VIA EXTERNA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
SINUSECTOMIA MAXILAR CALDWELL-LUC;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
SINUSECTOMIA MAXILAR OU ETMOIDAL OU ESFENOIDAL OU FRONTAL ENDOSCÓPICA OU POR MICROSCOPIA, VIA ENDONASAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
SINUSECTOMIA TRANSMAXILAR - ERMIRO DE LIMA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
SINUSOTOMIA ESFENOIDAL OU FRONTAL INTRANASAL OU FRONTAL VIA EXTERNA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRATAMENTO CIRÚRGICO - FÍSTULA OROANTRAL OU ORONASAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA CIRÚRGICA DE COSTELA OU ESTERNO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CORREÇÃO DE DEFORMIDADES DA PAREDE TORÁCICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COSTECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
ESTERNECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
FECHAMENTO DE PLEUROSTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
MOBILIZAÇÃO DE RETALHOS MUSCULARES OU DO OMENTO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PLUMBAGEM EXTRAFASCIAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PUNÇÃO BIÓPSIA DE COSTELA OU ESTERNO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
RECONSTRUÇÃO DA PAREDE TORÁCICA (COM OU SEM PRÓTESE);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RECONSTRUÇÃO DA PAREDE TORÁCICA COM RETALHOS CUTÂNEOS, MUSCULARES OU MIOCUTÂNEOS;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RECONSTRUÇÃO DA REGIÃO ESTERNAL COM RETALHOS MUSCULARES;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
REDUÇÃO INCRUENTA DE FRATURA LUXAÇÃO DE ESTERNO OU COSTELA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RESSECÇÃO DE TUMOR DO DIAFRAGMA E RECONSTRUÇÃO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
RETIRADA DE CORPO ESTRANHO DA PAREDE TORÁCICA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TORACECTOMIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TORACOPLASTIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TORACOTOMIA COM BIÓPSIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TORACOTOMIA EXPLORADORA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TORACOTOMIA PARA PROCEDIMENTOS ORTOPÉDICOS SOBRE A COLUNA VERTEBRAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRAÇÃO ESQUELÉTICA DO GRADIL COSTO-ESTERNAL (TRAUMATISMO);;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRATAMENTO CIRÚRGICO DE FRATURA LUXAÇÃO DE ESTERNO OU COSTELA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRATAMENTO CIRÚRGICO DA OSTEOMIELITE DE COSTELA OU ESTERNO;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
TRATAMENTO CIRÚRGICO DE FRATURAS DO GRADIL COSTAL;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA INCISIONAL DE MAMA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA PERCUTÂNEA À VACUO GUIADA POR RAIO X, ULTRASSONOGRAFIA OU RESSONÂNCIA MAGNÉTICA (MAMOTOMIA) - COM DIRETRIZ DE UTILIZAÇÃO;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;7;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
BIÓPSIA PERCUTÂNEA DE FRAGMENTO MAMÁRIO (CORE BIOPSY) ORIENTADA POR US OU RX - AGULHA GROSSA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
COLETA DE FLUXO PAPILAR DE MAMA;;;;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;Seg. Odontológica;Seg. Ambulatoria;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;Procedimento de Alta Complexidade;Diretriz de Utilização;SUBGRUPO;GRUPO;CAPÍTULO;
CORREÇÃO DE GINECOMASTIA;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
CORREÇÃO DE INVERSÃO PAPILAR;;;;;Seg. Hospitalar Com Obstetrícia;Seg. Hospitalar Sem Obstetrícia;Plano Referência;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS;
